person_id,age,gender,education,primary_news_source,media_trust,daily_media_min,willing_to_pay
44309,72,muški,viša/prvostupnik,TV,7,179,0
44310,72,muški,osnovna,tisak,6,231,0
44311,18,ženski,srednja,društvene mreže,6,142,0
44312,21,ženski,srednja,društvene mreže,1,246,0
44313,25,ženski,srednja,portal,5,237,0
44314,19,muški,viša/prvostupnik,društvene mreže,4,178,0
44315,32,ženski,srednja,tisak,9,196,12
44316,23,muški,srednja,TV,4,160,10
44317,39,muški,magistar/doktor,društvene mreže,4,250,36
44318,45,ženski,magistar/doktor,portal,1,146,44
44319,51,ženski,viša/prvostupnik,društvene mreže,7,186,30
44320,40,muški,viša/prvostupnik,TV,6,195,0
44321,63,ženski,viša/prvostupnik,TV,5,179,0
44322,19,ženski,srednja,društvene mreže,6,207,0
44323,38,muški,srednja,radio,7,193,35
44324,34,muški,srednja,TV,4,126,0
44325,39,ženski,srednja,društvene mreže,4,103,0
44326,39,muški,magistar/doktor,TV,6,118,0
44327,24,muški,viša/prvostupnik,društvene mreže,2,231,0
44328,42,ženski,srednja,radio,7,137,0
44329,63,muški,srednja,TV,9,210,0
44330,21,muški,srednja,društvene mreže,2,180,0
44331,21,ženski,srednja,društvene mreže,3,126,0
44332,39,muški,magistar/doktor,TV,9,300,0
44333,23,ženski,viša/prvostupnik,radio,5,173,0
44334,52,ženski,osnovna,portal,9,237,0
44335,71,ženski,viša/prvostupnik,radio,9,181,58
44336,32,ženski,magistar/doktor,portal,5,122,23
44337,37,muški,srednja,radio,4,121,0
44338,32,ženski,viša/prvostupnik,portal,3,77,0
44339,40,muški,srednja,portal,6,93,0
44340,50,muški,viša/prvostupnik,društvene mreže,2,208,59
44341,55,ženski,srednja,portal,4,141,0
44342,52,ženski,srednja,tisak,7,155,0
44343,34,muški,srednja,portal,8,96,0
44344,60,ženski,viša/prvostupnik,radio,8,123,0
44345,30,ženski,magistar/doktor,portal,7,217,25
44346,72,ženski,magistar/doktor,TV,6,338,0
44347,68,muški,osnovna,radio,6,116,0
44348,28,ženski,magistar/doktor,društvene mreže,5,174,52
44349,27,muški,srednja,društvene mreže,5,282,0
44350,64,ženski,osnovna,TV,1,237,22
44351,40,muški,srednja,radio,8,136,0
44352,20,ženski,osnovna,TV,5,165,0
44353,39,muški,srednja,društvene mreže,5,130,0
44354,18,ženski,srednja,tisak,6,175,0
44355,23,muški,srednja,društvene mreže,2,158,0
44356,53,muški,osnovna,radio,9,232,0
44357,37,muški,osnovna,radio,8,197,0
44358,30,muški,srednja,radio,4,98,0
44359,23,ženski,viša/prvostupnik,društvene mreže,5,167,0
44360,37,muški,srednja,tisak,7,187,0
44361,62,muški,srednja,TV,6,166,0
44362,35,muški,srednja,portal,5,133,21
44363,57,muški,srednja,TV,7,131,0
44364,44,ženski,srednja,portal,6,159,0
44365,20,ženski,srednja,društvene mreže,6,169,0
44366,68,muški,viša/prvostupnik,portal,4,233,0
44367,66,muški,srednja,TV,4,43,46
44368,24,ženski,viša/prvostupnik,portal,7,156,0
44369,37,muški,viša/prvostupnik,portal,3,140,69
44370,47,ženski,srednja,portal,3,90,0
44371,21,ženski,srednja,tisak,3,146,0
44372,29,ženski,viša/prvostupnik,društvene mreže,4,184,0
44373,51,ženski,osnovna,društvene mreže,3,138,0
44374,52,ženski,magistar/doktor,TV,5,155,55
44375,57,ženski,srednja,TV,5,245,17
44376,20,muški,viša/prvostupnik,portal,6,184,23
44377,53,muški,srednja,tisak,4,198,0
44378,33,ženski,viša/prvostupnik,portal,6,171,0
44379,39,ženski,magistar/doktor,radio,4,159,42
44380,28,ženski,srednja,društvene mreže,3,151,21
44381,76,ženski,srednja,portal,3,275,0
44382,71,muški,magistar/doktor,TV,6,105,76
44383,38,muški,srednja,društvene mreže,5,183,23
44384,33,muški,srednja,društvene mreže,3,115,0
44385,38,muški,viša/prvostupnik,TV,7,203,59
44386,29,ženski,srednja,društvene mreže,4,214,0
44387,31,muški,srednja,portal,4,94,0
44388,18,ženski,viša/prvostupnik,društvene mreže,5,95,0
44389,56,ženski,srednja,TV,6,205,45
44390,40,muški,viša/prvostupnik,TV,4,105,0
44391,53,ženski,viša/prvostupnik,TV,7,252,0
44392,36,muški,magistar/doktor,društvene mreže,4,164,48
44393,73,muški,osnovna,radio,7,204,0
44394,55,muški,osnovna,portal,6,245,0
44395,54,ženski,osnovna,TV,8,211,0
44396,53,ženski,viša/prvostupnik,radio,4,194,0
44397,58,muški,viša/prvostupnik,radio,3,76,34
44398,28,ženski,magistar/doktor,društvene mreže,6,100,0
44399,40,muški,srednja,TV,6,134,0
44400,26,muški,magistar/doktor,društvene mreže,6,63,0
44401,41,ženski,srednja,TV,7,92,0
44402,41,muški,srednja,društvene mreže,4,94,0
44403,77,muški,osnovna,TV,7,275,0
44404,35,ženski,srednja,društvene mreže,4,19,0
44405,25,ženski,magistar/doktor,portal,9,88,16
44406,53,ženski,srednja,društvene mreže,2,133,12
44407,60,ženski,viša/prvostupnik,TV,6,276,0
44408,18,muški,magistar/doktor,portal,8,249,16
44409,24,muški,srednja,portal,5,94,0
44410,22,muški,viša/prvostupnik,društvene mreže,6,301,0
44411,22,muški,srednja,portal,4,197,0
44412,50,muški,viša/prvostupnik,radio,6,97,0
44413,71,ženski,srednja,TV,6,213,0
44414,44,muški,srednja,društvene mreže,3,228,0
44415,28,ženski,magistar/doktor,TV,5,60,20
44416,51,muški,osnovna,radio,7,300,25
44417,39,ženski,osnovna,portal,6,152,0
44418,70,muški,srednja,društvene mreže,4,201,0
44419,34,ženski,srednja,TV,6,216,0
44420,22,ženski,srednja,društvene mreže,3,203,10
44421,23,ženski,srednja,društvene mreže,6,133,0
44422,50,muški,viša/prvostupnik,TV,5,227,21
44423,79,ženski,srednja,TV,9,255,0
44424,21,ženski,srednja,TV,5,248,0
44425,26,muški,srednja,radio,7,198,0
44426,20,ženski,viša/prvostupnik,portal,5,119,0
44427,43,muški,viša/prvostupnik,tisak,6,129,0
44428,36,muški,srednja,portal,8,232,0
44429,67,muški,srednja,radio,5,338,21
44430,61,muški,srednja,radio,2,302,13
44431,28,muški,magistar/doktor,društvene mreže,2,236,0
44432,51,muški,viša/prvostupnik,TV,4,285,0
44433,62,ženski,srednja,TV,4,322,0
44434,22,ženski,srednja,društvene mreže,1,246,0
44435,45,ženski,magistar/doktor,društvene mreže,3,137,0
44436,29,muški,srednja,portal,7,201,0
44437,61,ženski,srednja,TV,6,18,0
44438,22,ženski,srednja,portal,7,232,0
44439,76,ženski,srednja,portal,6,264,0
44440,24,ženski,srednja,društvene mreže,4,41,0
44441,43,muški,osnovna,radio,8,152,0
44442,22,muški,viša/prvostupnik,radio,5,163,0
44443,53,ženski,srednja,portal,5,151,0
44444,40,muški,viša/prvostupnik,portal,4,136,76
44445,49,ženski,srednja,tisak,6,147,0
44446,21,muški,srednja,radio,9,160,0
44447,46,ženski,magistar/doktor,tisak,5,229,0
44448,26,muški,srednja,društvene mreže,2,110,0
44449,28,ženski,viša/prvostupnik,radio,4,192,66
44450,34,ženski,magistar/doktor,TV,7,146,0
44451,32,ženski,magistar/doktor,TV,5,114,0
44452,55,muški,srednja,društvene mreže,6,243,0
44453,56,muški,srednja,TV,5,201,26
44454,22,muški,osnovna,TV,8,231,0
44455,47,muški,magistar/doktor,portal,6,242,50
44456,66,ženski,srednja,radio,7,191,0
44457,51,ženski,osnovna,radio,4,224,0
44458,18,ženski,srednja,portal,5,127,0
44459,50,ženski,srednja,portal,10,151,19
44460,51,muški,srednja,portal,5,245,0
44461,64,ženski,osnovna,TV,5,97,0
44462,21,ženski,srednja,portal,9,85,0
44463,28,ženski,viša/prvostupnik,društvene mreže,5,153,0
44464,45,ženski,viša/prvostupnik,portal,5,135,0
44465,27,ženski,magistar/doktor,društvene mreže,4,181,0
44466,64,muški,srednja,TV,7,135,23
44467,41,muški,viša/prvostupnik,portal,4,182,0
44468,40,ženski,srednja,portal,5,201,0
44469,33,muški,srednja,portal,5,108,0
44470,48,ženski,magistar/doktor,TV,6,151,32
44471,25,ženski,srednja,društvene mreže,2,157,0
44472,20,muški,viša/prvostupnik,radio,3,88,38
44473,37,ženski,magistar/doktor,portal,7,110,0
44474,31,ženski,viša/prvostupnik,portal,5,196,0
44475,42,muški,srednja,društvene mreže,5,195,0
44476,27,ženski,viša/prvostupnik,društvene mreže,5,202,70
44477,63,muški,srednja,tisak,3,158,0
44478,55,ženski,osnovna,TV,4,247,0
44479,52,ženski,viša/prvostupnik,tisak,5,255,0
44480,64,muški,srednja,tisak,7,180,0
44481,33,muški,srednja,portal,6,100,0
44482,32,ženski,viša/prvostupnik,TV,6,209,20
44483,66,muški,srednja,portal,6,210,30
44484,62,ženski,viša/prvostupnik,TV,7,197,30
44485,75,ženski,viša/prvostupnik,TV,8,79,60
44486,64,muški,srednja,portal,4,349,0
44487,25,ženski,viša/prvostupnik,portal,6,248,0
44488,74,muški,viša/prvostupnik,TV,8,211,31
44489,80,ženski,osnovna,TV,6,226,0
44490,51,muški,viša/prvostupnik,portal,6,173,0
44491,40,muški,srednja,portal,5,173,0
44492,37,ženski,viša/prvostupnik,portal,4,207,0
44493,29,muški,magistar/doktor,društvene mreže,3,139,59
44494,46,ženski,magistar/doktor,TV,3,170,0
44495,38,ženski,osnovna,TV,6,115,0
44496,63,muški,osnovna,TV,6,138,0
44497,34,ženski,viša/prvostupnik,društvene mreže,3,196,24
44498,43,muški,magistar/doktor,društvene mreže,5,182,49
44499,43,ženski,srednja,portal,4,146,0
44500,55,ženski,srednja,tisak,8,199,0
44501,22,ženski,srednja,društvene mreže,4,110,0
44502,30,ženski,srednja,portal,5,104,13
44503,20,muški,viša/prvostupnik,portal,8,93,0
44504,55,muški,srednja,radio,4,187,0
44505,50,ženski,srednja,radio,6,204,0
44506,18,muški,srednja,društvene mreže,4,94,0
44507,20,muški,viša/prvostupnik,portal,4,244,0
44508,63,muški,srednja,tisak,6,214,38
44509,59,muški,srednja,portal,3,97,39
44510,47,muški,srednja,radio,5,126,32
44511,22,muški,srednja,društvene mreže,3,199,0
44512,31,muški,viša/prvostupnik,društvene mreže,5,177,0
44513,64,ženski,srednja,TV,7,194,0
44514,52,muški,magistar/doktor,radio,6,172,0
44515,54,ženski,srednja,TV,6,212,0
44516,62,muški,srednja,tisak,6,107,22
44517,57,muški,srednja,TV,4,326,0
44518,41,ženski,magistar/doktor,TV,4,247,40
44519,20,ženski,viša/prvostupnik,radio,6,155,0
44520,25,ženski,magistar/doktor,društvene mreže,4,203,0
44521,40,muški,srednja,TV,4,203,0
44522,32,ženski,viša/prvostupnik,TV,3,129,0
44523,63,ženski,srednja,TV,3,303,50
44524,63,muški,srednja,društvene mreže,2,10,38
44525,21,ženski,viša/prvostupnik,portal,1,123,0
44526,71,ženski,srednja,TV,6,105,0
44527,24,muški,srednja,društvene mreže,4,171,0
44528,41,ženski,srednja,društvene mreže,2,115,0
44529,25,muški,srednja,radio,5,182,0
44530,55,muški,magistar/doktor,radio,7,227,52
44531,67,ženski,srednja,TV,6,317,0
44532,62,muški,srednja,TV,6,298,0
44533,29,ženski,srednja,tisak,6,130,0
44534,50,muški,osnovna,tisak,5,253,15
44535,50,ženski,osnovna,društvene mreže,5,163,0
44536,34,ženski,srednja,tisak,7,201,0
44537,54,ženski,srednja,tisak,5,210,0
44538,61,ženski,viša/prvostupnik,radio,7,188,0
44539,58,ženski,srednja,TV,3,218,0
44540,33,muški,osnovna,portal,4,100,0
44541,45,ženski,viša/prvostupnik,društvene mreže,4,156,0
44542,49,muški,srednja,portal,7,94,22
44543,28,muški,srednja,društvene mreže,1,205,0
44544,49,ženski,srednja,portal,6,168,0
44545,60,ženski,osnovna,portal,5,187,0
44546,40,ženski,viša/prvostupnik,društvene mreže,2,76,0
44547,64,muški,srednja,TV,2,318,0
44548,29,muški,viša/prvostupnik,portal,3,236,65
44549,67,muški,magistar/doktor,TV,10,210,0
44550,51,muški,srednja,portal,5,148,0
44551,25,muški,viša/prvostupnik,portal,8,283,0
44552,50,ženski,viša/prvostupnik,TV,7,155,0
44553,45,muški,magistar/doktor,TV,1,108,0
44554,45,muški,srednja,društvene mreže,6,192,48
44555,29,ženski,viša/prvostupnik,društvene mreže,6,183,0
44556,32,muški,viša/prvostupnik,društvene mreže,1,245,25
44557,47,ženski,srednja,TV,5,198,0
44558,69,ženski,srednja,TV,5,157,43
44559,51,muški,viša/prvostupnik,portal,4,149,0
44560,22,muški,srednja,društvene mreže,5,182,14
44561,24,ženski,viša/prvostupnik,društvene mreže,3,224,0
44562,46,muški,magistar/doktor,društvene mreže,4,119,0
44563,61,muški,srednja,tisak,5,242,0
44564,67,ženski,viša/prvostupnik,radio,6,162,0
44565,46,ženski,magistar/doktor,radio,7,39,63
44566,43,ženski,srednja,društvene mreže,5,130,44
44567,49,muški,viša/prvostupnik,TV,6,152,32
44568,37,muški,viša/prvostupnik,portal,4,127,34
44569,54,ženski,srednja,TV,1,268,0
44570,26,ženski,srednja,društvene mreže,3,180,0
44571,52,muški,magistar/doktor,portal,7,286,0
44572,31,ženski,magistar/doktor,tisak,2,206,0
44573,27,ženski,viša/prvostupnik,radio,8,169,56
44574,68,ženski,viša/prvostupnik,TV,6,256,0
44575,28,ženski,magistar/doktor,portal,5,195,0
44576,34,ženski,viša/prvostupnik,portal,6,189,0
44577,55,ženski,viša/prvostupnik,TV,2,252,0
44578,29,ženski,srednja,portal,6,140,0
44579,77,ženski,srednja,TV,2,171,0
44580,45,ženski,srednja,TV,5,183,0
44581,29,ženski,viša/prvostupnik,društvene mreže,3,140,0
44582,48,muški,magistar/doktor,portal,6,141,75
44583,61,muški,viša/prvostupnik,TV,6,152,22
44584,62,ženski,srednja,tisak,8,137,0
44585,27,ženski,viša/prvostupnik,tisak,5,175,0
44586,44,muški,magistar/doktor,radio,5,264,50
44587,45,ženski,viša/prvostupnik,društvene mreže,1,240,24
44588,41,muški,magistar/doktor,radio,6,181,37
44589,39,ženski,srednja,društvene mreže,2,88,44
44590,45,ženski,srednja,TV,5,184,0
44591,34,ženski,viša/prvostupnik,portal,4,84,70
44592,58,ženski,viša/prvostupnik,tisak,6,122,0
44593,19,muški,srednja,društvene mreže,2,215,0
44594,56,ženski,srednja,TV,1,176,0
44595,66,muški,srednja,TV,5,201,28
44596,26,ženski,srednja,društvene mreže,1,220,0
44597,45,ženski,srednja,društvene mreže,4,53,0
44598,76,ženski,srednja,TV,8,184,0
44599,42,muški,srednja,portal,3,221,0
44600,55,ženski,srednja,društvene mreže,6,318,0
44601,52,ženski,srednja,društvene mreže,5,267,0
44602,54,muški,viša/prvostupnik,TV,5,171,0
44603,29,ženski,magistar/doktor,društvene mreže,5,138,69
44604,21,ženski,magistar/doktor,portal,8,84,0
44605,72,ženski,srednja,TV,4,258,0
44606,21,muški,viša/prvostupnik,društvene mreže,1,119,0
44607,38,muški,srednja,društvene mreže,2,178,0
44608,31,ženski,viša/prvostupnik,radio,10,162,51
44609,44,ženski,magistar/doktor,društvene mreže,4,196,47
44610,49,muški,osnovna,TV,5,169,0
44611,72,muški,osnovna,TV,4,355,0
44612,28,muški,viša/prvostupnik,portal,3,121,73
44613,28,ženski,srednja,radio,7,114,0
44614,30,ženski,osnovna,TV,4,124,0
44615,58,ženski,srednja,radio,10,268,0
44616,37,muški,srednja,radio,8,238,0
44617,32,muški,viša/prvostupnik,portal,4,96,0
44618,28,ženski,viša/prvostupnik,portal,3,179,48
44619,18,muški,srednja,portal,7,196,0
44620,18,muški,viša/prvostupnik,društvene mreže,1,117,0
44621,74,muški,srednja,TV,4,205,45
44622,59,ženski,srednja,portal,5,228,0
44623,67,muški,osnovna,TV,6,88,0
44624,48,ženski,srednja,TV,8,159,0
44625,53,ženski,srednja,radio,7,211,0
44626,53,ženski,viša/prvostupnik,portal,3,190,0
44627,43,ženski,viša/prvostupnik,portal,6,94,0
44628,63,muški,magistar/doktor,TV,7,207,0
44629,46,ženski,viša/prvostupnik,portal,6,198,0
44630,38,ženski,srednja,portal,5,170,0
44631,47,ženski,viša/prvostupnik,portal,2,149,0
44632,58,muški,srednja,TV,6,260,21
44633,39,ženski,magistar/doktor,portal,9,135,0
44634,39,muški,srednja,TV,5,134,0
44635,36,ženski,srednja,portal,6,190,0
44636,64,muški,viša/prvostupnik,TV,6,102,0
44637,64,ženski,srednja,TV,6,187,0
44638,49,muški,magistar/doktor,TV,2,209,58
44639,34,ženski,viša/prvostupnik,tisak,5,86,59
44640,31,ženski,viša/prvostupnik,TV,5,151,67
44641,61,muški,osnovna,TV,7,83,0
44642,32,ženski,srednja,TV,6,133,0
44643,56,muški,srednja,portal,4,206,0
44644,64,ženski,srednja,radio,3,183,0
44645,64,muški,srednja,radio,6,160,36
44646,47,ženski,viša/prvostupnik,društvene mreže,3,202,0
44647,53,muški,osnovna,TV,6,285,0
44648,30,muški,viša/prvostupnik,portal,4,194,54
44649,29,ženski,viša/prvostupnik,portal,6,251,32
44650,49,ženski,viša/prvostupnik,TV,6,69,57
44651,52,ženski,srednja,TV,6,201,0
44652,56,ženski,srednja,radio,5,242,24
44653,53,ženski,osnovna,društvene mreže,2,293,0
44654,47,ženski,osnovna,TV,2,132,0
44655,22,ženski,srednja,tisak,8,138,0
44656,36,ženski,viša/prvostupnik,portal,6,180,0
44657,42,muški,srednja,portal,5,86,0
44658,42,muški,srednja,portal,8,144,0
44659,51,muški,srednja,portal,2,177,0
44660,32,ženski,magistar/doktor,društvene mreže,2,177,0
44661,62,muški,magistar/doktor,tisak,6,280,0
44662,53,ženski,srednja,portal,3,237,23
44663,25,muški,viša/prvostupnik,tisak,3,237,10
44664,45,muški,viša/prvostupnik,društvene mreže,1,51,0
44665,42,muški,srednja,društvene mreže,1,144,0
44666,60,muški,viša/prvostupnik,radio,6,209,53
44667,46,ženski,viša/prvostupnik,radio,7,141,0
44668,41,muški,magistar/doktor,društvene mreže,2,113,0
44669,33,muški,srednja,tisak,6,206,0
44670,18,muški,magistar/doktor,tisak,5,224,0
44671,37,ženski,srednja,tisak,6,145,0
44672,18,muški,viša/prvostupnik,radio,7,104,0
44673,38,ženski,osnovna,radio,4,116,0
44674,37,muški,magistar/doktor,društvene mreže,4,195,0
44675,53,muški,osnovna,TV,6,217,0
44676,26,ženski,srednja,društvene mreže,3,188,33
44677,65,ženski,srednja,portal,4,295,0
44678,69,muški,viša/prvostupnik,TV,6,134,0
44679,59,ženski,osnovna,radio,5,212,0
44680,26,muški,viša/prvostupnik,tisak,7,206,0
44681,23,muški,viša/prvostupnik,portal,2,315,0
44682,78,muški,osnovna,TV,6,160,31
44683,30,ženski,magistar/doktor,tisak,3,97,0
44684,43,ženski,magistar/doktor,društvene mreže,3,125,0
44685,30,ženski,srednja,portal,5,194,0
44686,20,ženski,srednja,društvene mreže,6,330,47
44687,46,muški,viša/prvostupnik,društvene mreže,4,36,0
44688,46,ženski,osnovna,društvene mreže,4,216,33
44689,28,muški,viša/prvostupnik,portal,4,190,0
44690,76,ženski,osnovna,portal,5,47,0
44691,57,ženski,srednja,TV,6,312,0
44692,48,muški,srednja,portal,3,266,0
44693,58,muški,viša/prvostupnik,portal,5,107,0
44694,41,ženski,viša/prvostupnik,društvene mreže,4,175,0
44695,33,muški,viša/prvostupnik,portal,8,227,29
44696,50,ženski,srednja,TV,7,213,0
44697,41,ženski,srednja,TV,4,138,0
44698,44,ženski,viša/prvostupnik,društvene mreže,3,99,0
44699,22,ženski,viša/prvostupnik,društvene mreže,3,227,0
44700,38,ženski,srednja,portal,5,176,0
44701,24,ženski,viša/prvostupnik,portal,6,185,42
44702,30,muški,srednja,portal,4,159,16
44703,22,ženski,srednja,društvene mreže,3,146,24
44704,27,muški,viša/prvostupnik,portal,7,224,26
44705,31,ženski,srednja,portal,4,182,0
44706,46,ženski,viša/prvostupnik,društvene mreže,5,153,0
44707,77,ženski,osnovna,radio,7,195,0
44708,53,ženski,magistar/doktor,radio,1,253,24
44709,56,muški,viša/prvostupnik,društvene mreže,2,242,0
44710,32,ženski,magistar/doktor,portal,5,158,0
44711,75,muški,magistar/doktor,TV,5,167,0
44712,72,ženski,srednja,tisak,9,347,0
44713,42,ženski,viša/prvostupnik,društvene mreže,2,131,0
44714,34,muški,viša/prvostupnik,portal,7,165,0
44715,50,ženski,osnovna,portal,7,305,15
44716,53,ženski,magistar/doktor,TV,4,38,0
44717,52,muški,srednja,portal,5,237,22
44718,66,muški,magistar/doktor,tisak,7,70,0
44719,32,muški,osnovna,TV,9,98,19
44720,58,ženski,magistar/doktor,radio,5,175,0
44721,34,muški,srednja,društvene mreže,6,145,41
44722,39,ženski,srednja,društvene mreže,6,90,0
44723,23,ženski,srednja,portal,4,105,0
44724,20,muški,srednja,društvene mreže,5,206,0
44725,55,ženski,srednja,društvene mreže,1,196,0
44726,18,muški,viša/prvostupnik,portal,5,181,16
44727,47,ženski,srednja,portal,3,74,0
44728,61,ženski,srednja,društvene mreže,4,235,0
44729,30,muški,viša/prvostupnik,portal,5,114,32
44730,23,muški,srednja,društvene mreže,4,271,0
44731,40,muški,viša/prvostupnik,portal,7,307,0
44732,42,ženski,viša/prvostupnik,portal,6,135,62
44733,21,muški,srednja,društvene mreže,4,135,0
44734,38,ženski,magistar/doktor,portal,3,164,0
44735,58,muški,viša/prvostupnik,tisak,4,68,63
44736,19,ženski,magistar/doktor,portal,4,183,0
44737,42,muški,viša/prvostupnik,portal,4,54,33
44738,54,ženski,osnovna,TV,6,104,11
44739,33,ženski,viša/prvostupnik,društvene mreže,4,118,0
44740,39,muški,magistar/doktor,portal,8,210,0
44741,33,ženski,viša/prvostupnik,društvene mreže,8,210,0
44742,43,muški,viša/prvostupnik,portal,6,134,59
44743,37,muški,viša/prvostupnik,portal,5,155,40
44744,62,muški,srednja,tisak,7,273,0
44745,24,ženski,srednja,društvene mreže,6,252,41
44746,26,muški,srednja,portal,5,115,39
44747,67,muški,viša/prvostupnik,TV,4,202,49
44748,40,ženski,viša/prvostupnik,društvene mreže,1,87,0
44749,60,ženski,osnovna,TV,6,129,0
44750,33,muški,magistar/doktor,radio,7,156,0
44751,61,ženski,srednja,TV,5,128,0
44752,54,muški,viša/prvostupnik,radio,3,322,0
44753,21,ženski,srednja,portal,5,42,0
44754,29,muški,magistar/doktor,društvene mreže,3,112,0
44755,36,ženski,srednja,TV,2,167,12
44756,62,muški,srednja,radio,8,177,0
44757,73,muški,viša/prvostupnik,društvene mreže,3,209,0
44758,74,ženski,osnovna,TV,4,310,0
44759,41,muški,srednja,društvene mreže,3,186,0
44760,22,ženski,srednja,portal,4,205,0
44761,52,muški,srednja,portal,4,116,22
44762,66,ženski,srednja,radio,4,219,0
44763,30,ženski,viša/prvostupnik,radio,8,116,0
44764,18,ženski,srednja,društvene mreže,4,101,0
44765,45,ženski,srednja,TV,5,106,0
44766,80,muški,osnovna,TV,5,270,0
44767,30,ženski,viša/prvostupnik,radio,8,241,0
44768,18,muški,srednja,TV,7,151,0
44769,21,ženski,viša/prvostupnik,društvene mreže,2,170,0
44770,25,muški,magistar/doktor,tisak,7,147,13
44771,35,ženski,srednja,portal,3,118,0
44772,25,ženski,magistar/doktor,društvene mreže,3,139,0
44773,57,ženski,srednja,TV,5,173,0
44774,51,muški,viša/prvostupnik,portal,4,391,22
44775,80,muški,osnovna,društvene mreže,5,135,0
44776,34,ženski,magistar/doktor,portal,6,195,26
44777,62,ženski,srednja,TV,5,346,0
44778,21,ženski,magistar/doktor,društvene mreže,5,195,34
44779,66,muški,magistar/doktor,TV,8,119,45
44780,41,muški,magistar/doktor,portal,5,250,0
44781,21,ženski,viša/prvostupnik,društvene mreže,2,279,0
44782,36,muški,srednja,portal,6,96,19
44783,19,muški,viša/prvostupnik,društvene mreže,3,212,22
44784,28,ženski,osnovna,portal,4,193,0
44785,18,muški,viša/prvostupnik,društvene mreže,5,209,0
44786,33,muški,viša/prvostupnik,društvene mreže,4,109,47
44787,34,muški,magistar/doktor,radio,6,77,0
44788,43,muški,magistar/doktor,društvene mreže,5,138,80
44789,67,muški,magistar/doktor,TV,6,269,21
44790,21,muški,srednja,društvene mreže,5,236,16
44791,32,ženski,viša/prvostupnik,društvene mreže,3,228,0
44792,54,ženski,srednja,radio,5,313,0
44793,60,ženski,magistar/doktor,tisak,7,139,0
44794,26,ženski,srednja,društvene mreže,4,238,0
44795,46,ženski,srednja,TV,6,73,0
44796,61,muški,osnovna,TV,3,153,0
44797,25,muški,srednja,portal,7,278,0
44798,64,muški,srednja,društvene mreže,4,207,0
44799,25,ženski,magistar/doktor,portal,7,191,17
44800,34,ženski,srednja,društvene mreže,7,151,0
44801,24,muški,srednja,tisak,4,229,0
44802,29,muški,srednja,društvene mreže,6,127,33
44803,32,muški,magistar/doktor,tisak,7,169,56
44804,25,ženski,viša/prvostupnik,TV,2,122,0
44805,61,ženski,srednja,portal,4,118,0
44806,55,muški,viša/prvostupnik,TV,5,195,80
44807,24,ženski,srednja,tisak,6,241,0
44808,59,ženski,srednja,TV,5,167,0
44809,59,muški,srednja,TV,8,278,0
44810,18,muški,srednja,društvene mreže,1,149,0
44811,39,ženski,srednja,društvene mreže,4,218,0
44812,51,muški,osnovna,TV,7,209,0
44813,43,muški,viša/prvostupnik,portal,5,125,0
44814,25,ženski,osnovna,društvene mreže,2,223,0
44815,26,ženski,viša/prvostupnik,portal,5,105,0
44816,21,muški,srednja,portal,7,291,35
44817,19,ženski,srednja,društvene mreže,4,169,0
44818,54,ženski,viša/prvostupnik,društvene mreže,6,317,0
44819,22,muški,viša/prvostupnik,radio,7,296,17
44820,47,ženski,viša/prvostupnik,društvene mreže,3,158,27
44821,40,ženski,osnovna,portal,4,144,0
44822,34,ženski,srednja,TV,5,101,0
44823,38,muški,viša/prvostupnik,portal,6,266,0
44824,35,ženski,srednja,portal,5,111,0
44825,41,muški,magistar/doktor,tisak,8,22,0
44826,26,ženski,viša/prvostupnik,društvene mreže,3,174,0
44827,23,ženski,srednja,portal,5,137,0
44828,59,ženski,viša/prvostupnik,društvene mreže,3,193,0
44829,66,muški,viša/prvostupnik,TV,7,336,0
44830,71,muški,srednja,radio,5,213,40
44831,25,muški,magistar/doktor,društvene mreže,5,86,0
44832,43,muški,srednja,portal,5,164,0
44833,42,ženski,srednja,društvene mreže,7,99,0
44834,39,ženski,magistar/doktor,portal,3,139,71
44835,57,ženski,viša/prvostupnik,TV,5,202,37
44836,64,muški,osnovna,portal,5,126,13
44837,35,ženski,osnovna,TV,5,221,0
44838,63,ženski,srednja,tisak,7,202,0
44839,30,ženski,srednja,portal,5,74,49
44840,24,muški,srednja,portal,4,209,0
44841,56,ženski,osnovna,društvene mreže,2,188,0
44842,26,muški,magistar/doktor,portal,4,128,0
44843,37,ženski,srednja,tisak,5,54,35
44844,43,ženski,srednja,portal,4,202,0
44845,22,muški,viša/prvostupnik,portal,5,158,39
44846,25,muški,viša/prvostupnik,radio,3,154,0
44847,31,ženski,osnovna,portal,4,127,0
44848,49,muški,srednja,radio,5,184,0
44849,53,muški,viša/prvostupnik,portal,8,111,0
44850,37,ženski,srednja,društvene mreže,5,171,16
44851,20,ženski,srednja,društvene mreže,7,279,0
44852,56,ženski,srednja,društvene mreže,4,141,0
44853,53,muški,viša/prvostupnik,portal,5,211,0
44854,41,ženski,viša/prvostupnik,tisak,5,177,60
44855,32,ženski,magistar/doktor,radio,9,123,76
44856,30,muški,viša/prvostupnik,društvene mreže,4,146,77
44857,25,muški,magistar/doktor,portal,4,260,0
44858,31,muški,viša/prvostupnik,portal,3,78,0
44859,45,muški,viša/prvostupnik,radio,2,166,22
44860,18,ženski,srednja,portal,5,291,29
44861,55,ženski,srednja,portal,2,243,11
44862,24,ženski,viša/prvostupnik,društvene mreže,3,177,37
