post_id,platform,content_type,followers,likes,shares,comments,hashtags,post_hour,day_of_week,is_viral
1352,Facebook,tekst,768,64,17,2,2,10,utorak,False
1353,Instagram,carousel,17294,220,30,8,3,18,petak,False
1354,TikTok,story,77978,2718,136,74,15,19,srijeda,False
1355,LinkedIn,tekst,2211,84,12,3,1,8,srijeda,False
1356,YouTube,slika,1171,20,3,2,0,1,subota,False
1357,Instagram,slika,50289,1283,292,12,10,23,nedjelja,False
1358,Instagram,carousel,415,7,1,0,9,9,srijeda,False
1359,TikTok,reel,7276,841,44,14,12,9,ponedjeljak,False
1360,Facebook,video,354221,8824,766,431,0,19,nedjelja,False
1361,TikTok,video,383,9,1,0,20,3,srijeda,False
1362,Twitter/X,tekst,3424,213,7,0,0,14,petak,False
1363,YouTube,tekst,899,21,2,0,4,17,utorak,False
1364,Facebook,reel,1109,24,4,2,6,0,nedjelja,False
1365,Twitter/X,tekst,6242,109,22,5,1,9,subota,False
1366,Twitter/X,tekst,1017,10,1,0,6,9,ponedjeljak,False
1367,Instagram,slika,335,11,1,0,11,16,srijeda,False
1368,Facebook,tekst,2669,121,12,16,0,18,petak,False
1369,YouTube,video,195,0,0,0,0,17,cetvrtak,False
1370,LinkedIn,tekst,1627,25,2,0,6,15,ponedjeljak,False
1371,Instagram,tekst,18014,564,127,18,9,21,srijeda,False
1372,Facebook,slika,30592,1077,178,109,2,13,cetvrtak,False
1373,Twitter/X,tekst,49368,1449,44,152,2,19,srijeda,False
1374,LinkedIn,slika,21005,621,77,55,5,21,utorak,False
1375,Facebook,tekst,3595,217,8,18,5,5,ponedjeljak,False
1376,Facebook,carousel,160,2,0,0,3,21,srijeda,False
1377,Facebook,video,134,23,1,0,1,17,utorak,False
1378,YouTube,video,1240,237,43,34,5,18,cetvrtak,True
1379,TikTok,video,19238,2587,107,57,7,21,cetvrtak,False
1380,LinkedIn,story,194805,11026,709,300,5,18,nedjelja,False
1381,Facebook,tekst,179,4,0,0,2,23,nedjelja,False
1382,Twitter/X,tekst,8481,186,24,7,6,9,srijeda,False
1383,TikTok,reel,23174,1359,34,30,6,8,srijeda,False
1384,YouTube,video,9051,312,21,33,4,12,petak,False
1385,Twitter/X,slika,47406,1852,103,101,5,16,petak,False
1386,TikTok,reel,355,55,0,1,9,19,subota,False
1387,YouTube,video,576,16,3,0,4,14,srijeda,False
1388,Facebook,tekst,5116,83,20,2,0,3,nedjelja,False
1389,Twitter/X,video,10137,540,65,11,0,14,petak,False
1390,Instagram,reel,7688,152,17,19,7,14,ponedjeljak,False
1391,Twitter/X,story,17267,865,43,88,10,8,nedjelja,False
1392,Facebook,video,1096,41,5,1,6,19,cetvrtak,False
1393,Facebook,video,1839,41,3,1,9,21,cetvrtak,False
1394,TikTok,reel,1734,124,9,9,14,11,petak,False
1395,TikTok,video,100,2,0,0,8,14,utorak,False
1396,TikTok,reel,2150,160,15,6,6,21,subota,False
1397,Facebook,video,1740,47,2,0,2,17,subota,False
1398,Instagram,reel,147,11,0,0,9,11,cetvrtak,False
1399,TikTok,video,5040,574,122,12,8,7,petak,False
1400,Twitter/X,tekst,23082,0,0,0,4,13,srijeda,False
1401,Twitter/X,tekst,3412,27,2,0,0,22,petak,False
1402,Twitter/X,tekst,2561,185,16,14,1,17,petak,False
1403,Twitter/X,tekst,1464,2,0,0,3,19,cetvrtak,False
1404,Instagram,carousel,6561,489,71,34,20,9,cetvrtak,False
1405,TikTok,reel,1679,70,2,6,10,14,srijeda,False
1406,YouTube,video,10822,395,97,13,3,9,petak,False
1407,Facebook,slika,1029,123,36,3,0,20,ponedjeljak,False
1408,TikTok,video,1553,78,12,5,17,20,nedjelja,False
1409,YouTube,video,55707,1963,187,70,7,20,petak,False
1410,TikTok,story,1681,84,14,9,22,9,petak,False
1411,Instagram,carousel,3183,99,9,6,15,4,cetvrtak,False
1412,Facebook,carousel,7452,9,0,0,1,7,petak,False
1413,Instagram,carousel,12416,178,3,3,15,18,ponedjeljak,False
1414,Facebook,story,3557,91,3,9,0,21,nedjelja,False
1415,Instagram,slika,13137,147,27,9,11,8,srijeda,False
1416,Facebook,story,1696,67,6,6,6,9,srijeda,False
1417,Facebook,tekst,4365,195,41,20,6,12,srijeda,False
1418,Instagram,reel,931,15,0,0,11,23,nedjelja,False
1419,Twitter/X,story,2501,6,1,0,2,14,ponedjeljak,False
1420,YouTube,video,921,13,1,0,4,15,utorak,False
1421,Twitter/X,tekst,9317,71,11,0,0,13,ponedjeljak,False
1422,Twitter/X,tekst,1867,0,0,0,2,15,petak,False
1423,Twitter/X,slika,251580,1660,29,102,0,7,cetvrtak,False
1424,Facebook,slika,176,9,0,0,4,8,petak,False
1425,Facebook,slika,6644,382,23,8,4,14,ponedjeljak,False
1426,Twitter/X,story,1329,92,17,1,0,18,nedjelja,False
1427,Instagram,slika,4241,117,5,7,14,9,srijeda,False
1428,TikTok,reel,100,3,0,0,20,17,ponedjeljak,False
1429,TikTok,carousel,802,0,0,0,11,8,ponedjeljak,False
1430,Facebook,tekst,7292,92,4,1,0,22,srijeda,False
1431,Facebook,carousel,10389,303,27,34,1,11,ponedjeljak,False
1432,Facebook,slika,1474,33,8,0,0,18,nedjelja,False
1433,Facebook,tekst,8381,163,16,1,0,11,nedjelja,False
1434,Twitter/X,carousel,235,21,3,1,6,22,srijeda,False
1435,TikTok,reel,1229,87,2,7,9,13,utorak,False
1436,Instagram,reel,24183,60,3,3,5,12,srijeda,False
1437,Facebook,carousel,50571,3880,128,310,0,23,subota,False
1438,Twitter/X,reel,3821,118,6,4,0,19,srijeda,False
1439,Instagram,reel,11088,676,68,11,6,17,subota,False
1440,LinkedIn,tekst,8758,277,45,6,0,16,subota,False
1441,Instagram,tekst,4827,88,9,4,4,8,subota,False
1442,Facebook,carousel,268,6,0,0,7,15,nedjelja,False
1443,Facebook,carousel,5227,0,0,0,4,16,utorak,False
1444,Facebook,tekst,14170,1316,175,56,1,14,subota,False
1445,Instagram,story,32124,3293,178,108,12,14,petak,False
1446,YouTube,video,161,0,0,0,0,18,utorak,False
1447,YouTube,video,100,6,0,0,0,6,nedjelja,False
1448,Facebook,tekst,1064,69,2,3,2,11,nedjelja,False
1449,Instagram,slika,9151,314,44,10,12,6,petak,False
1450,TikTok,reel,20526,1476,320,61,12,9,srijeda,False
1451,Instagram,slika,8982,516,19,30,19,11,ponedjeljak,False
1452,TikTok,video,5322,462,84,12,13,8,nedjelja,False
1453,Facebook,tekst,654060,10872,1577,125,5,18,nedjelja,False
1454,Twitter/X,slika,10564,224,27,24,1,16,ponedjeljak,False
1455,Instagram,story,1291,3,0,0,21,7,srijeda,False
1456,Twitter/X,story,36768,131,11,11,4,19,srijeda,False
1457,TikTok,reel,395,86,4,3,15,0,utorak,True
1458,Twitter/X,tekst,99975,1124,272,67,0,17,utorak,False
1459,YouTube,video,1196,96,7,2,2,13,srijeda,False
1460,TikTok,tekst,29865,1549,37,10,0,8,utorak,False
1461,TikTok,video,14863,201,19,3,15,8,utorak,False
1462,TikTok,reel,6073,59,4,2,11,3,srijeda,False
1463,Twitter/X,tekst,74280,3114,807,114,8,10,subota,False
1464,TikTok,video,52849,3203,71,227,18,21,petak,False
1465,LinkedIn,slika,3675,167,10,8,6,8,subota,False
1466,YouTube,video,688,31,5,2,0,20,petak,False
1467,Twitter/X,tekst,52359,626,8,18,1,18,cetvrtak,False
1468,Facebook,slika,10718,313,56,23,1,12,nedjelja,False
1469,LinkedIn,reel,448,24,4,0,5,10,nedjelja,False
1470,Twitter/X,tekst,1963,35,6,0,2,20,petak,False
1471,Instagram,slika,17855,1435,167,41,6,7,utorak,False
1472,Instagram,carousel,2582,232,52,2,16,12,cetvrtak,False
1473,Instagram,slika,22344,1135,209,24,9,8,ponedjeljak,False
1474,Facebook,slika,638,28,3,0,5,11,utorak,False
1475,Twitter/X,video,3730,350,66,36,0,17,utorak,False
1476,Facebook,tekst,571,18,3,0,4,7,petak,False
1477,YouTube,story,1538,52,2,1,7,5,subota,False
1478,YouTube,video,1174,176,46,7,0,5,subota,False
1479,TikTok,story,14062,462,43,43,15,12,utorak,False
1480,Instagram,carousel,3339,186,14,12,15,14,cetvrtak,False
1481,Instagram,carousel,4084,57,1,0,21,15,cetvrtak,False
1482,Instagram,video,5885,37,5,1,17,8,nedjelja,False
1483,YouTube,tekst,144193,2692,400,72,6,21,utorak,False
1484,TikTok,video,133,0,0,0,8,16,srijeda,False
1485,Facebook,video,4702,515,23,26,3,20,ponedjeljak,False
1486,Facebook,slika,1319,20,4,0,1,1,nedjelja,False
1487,Facebook,tekst,725,7,0,0,0,8,cetvrtak,False
1488,YouTube,video,2688,165,51,8,1,8,ponedjeljak,False
1489,TikTok,carousel,251981,12835,855,191,9,15,petak,False
1490,TikTok,reel,884,23,1,2,15,17,petak,False
1491,Twitter/X,video,1170,90,3,1,4,8,srijeda,False
1492,TikTok,story,692,62,7,6,16,23,ponedjeljak,False
1493,Facebook,carousel,22912,260,10,26,0,8,utorak,False
1494,Instagram,tekst,28510,1995,43,30,4,23,ponedjeljak,False
1495,YouTube,video,253,24,3,0,2,15,ponedjeljak,False
1496,Twitter/X,story,13190,919,224,40,0,10,cetvrtak,False
1497,Facebook,tekst,4719,70,6,1,3,7,nedjelja,False
1498,Instagram,video,2293,59,14,3,8,12,nedjelja,False
1499,TikTok,reel,9973,776,196,33,19,9,cetvrtak,False
1500,LinkedIn,tekst,1048,17,0,0,4,22,srijeda,False
1501,YouTube,story,13501,0,0,0,7,9,utorak,False
1502,Twitter/X,tekst,666,22,1,0,3,20,subota,False
1503,TikTok,carousel,380,32,1,3,14,16,petak,False
1504,TikTok,video,180,8,1,0,15,20,ponedjeljak,False
1505,TikTok,reel,10224,7,0,0,17,17,srijeda,False
1506,Instagram,carousel,4375,211,2,12,14,9,nedjelja,False
1507,Twitter/X,tekst,10756,409,124,10,0,0,subota,False
1508,Facebook,tekst,1616076,129142,7967,11454,0,9,petak,False
1509,Twitter/X,slika,2038,7,1,0,0,11,petak,False
1510,Instagram,slika,645,31,3,0,15,20,subota,False
1511,Instagram,reel,1007,57,6,5,24,16,srijeda,False
1512,TikTok,video,21257,1157,83,55,19,15,utorak,False
1513,Instagram,reel,9839,1120,53,53,4,15,utorak,False
1514,Twitter/X,tekst,1373,34,0,3,7,15,srijeda,False
1515,Facebook,video,879,106,28,4,0,13,nedjelja,False
1516,TikTok,video,2615,87,9,11,18,15,cetvrtak,False
1517,Twitter/X,tekst,173023,6631,268,670,0,20,nedjelja,False
1518,Instagram,slika,1850,11,0,0,27,8,srijeda,False
1519,Facebook,tekst,710,11,0,0,7,4,petak,False
1520,Facebook,slika,1749868,108320,9600,2411,4,9,nedjelja,False
1521,Instagram,slika,866,0,0,0,9,9,srijeda,False
1522,Instagram,carousel,1477,99,6,0,5,19,subota,False
1523,Facebook,tekst,2430,30,0,1,4,21,utorak,False
1524,Instagram,story,12482,460,30,12,19,18,nedjelja,False
1525,Instagram,carousel,2904,184,32,10,9,9,utorak,False
1526,Facebook,tekst,3945,92,16,0,3,20,srijeda,False
1527,LinkedIn,slika,13643,758,133,26,6,14,ponedjeljak,False
1528,TikTok,reel,46416,3721,521,119,20,16,nedjelja,False
1529,YouTube,video,22714,2058,280,52,2,20,subota,False
1530,Facebook,carousel,1662,12,0,1,0,10,petak,False
1531,Facebook,video,9430,91,4,2,3,13,utorak,False
1532,TikTok,carousel,380703,9801,1211,181,5,14,nedjelja,False
1533,TikTok,video,19758,2118,86,266,1,12,subota,False
1534,LinkedIn,tekst,6032,308,53,7,0,17,utorak,False
1535,YouTube,video,2550,187,12,13,3,14,utorak,False
1536,Facebook,tekst,26400,0,0,0,6,22,nedjelja,False
1537,YouTube,video,112316,5372,843,350,0,13,cetvrtak,False
1538,LinkedIn,video,228769,12781,274,261,4,16,cetvrtak,False
1539,Twitter/X,slika,18436,1608,43,56,1,9,srijeda,False
1540,Instagram,reel,1983,36,10,1,0,16,srijeda,False
1541,TikTok,reel,14377,1004,59,33,22,11,petak,False
1542,Twitter/X,reel,40466,2262,142,244,3,13,ponedjeljak,False
1543,Instagram,story,855,42,13,4,16,11,srijeda,False
1544,TikTok,reel,633,23,3,2,16,17,subota,False
1545,LinkedIn,tekst,3799,54,8,3,4,23,subota,False
1546,Facebook,story,11731,294,86,9,0,2,srijeda,False
1547,LinkedIn,tekst,1002,29,3,0,8,14,subota,False
1548,TikTok,reel,464,15,4,0,13,5,srijeda,False
1549,LinkedIn,story,6878,787,63,37,4,8,petak,False
1550,Instagram,reel,7035,302,14,2,8,19,ponedjeljak,False
1551,Facebook,reel,2524,74,15,4,1,7,srijeda,False
1552,TikTok,video,20699,2141,438,13,17,4,cetvrtak,False
1553,TikTok,video,5899,475,64,47,5,9,ponedjeljak,False
1554,Facebook,video,4481,985,64,71,3,15,nedjelja,True
1555,YouTube,slika,26081,189,10,20,6,8,subota,False
1556,Facebook,tekst,32389,519,135,25,1,9,srijeda,False
1557,TikTok,reel,6511,844,117,16,5,8,cetvrtak,False
1558,LinkedIn,tekst,43577,1861,471,21,4,2,utorak,False
1559,Twitter/X,tekst,11763,543,69,54,5,11,nedjelja,False
1560,Facebook,story,543,31,0,2,0,13,petak,False
1561,Twitter/X,slika,18627,358,21,23,7,23,nedjelja,False
1562,YouTube,carousel,1459,88,6,4,4,17,cetvrtak,False
1563,TikTok,reel,170917,8720,627,938,13,17,nedjelja,False
1564,TikTok,story,26132,456,16,10,15,11,srijeda,False
1565,Facebook,tekst,100,1,0,0,4,11,srijeda,False
1566,Twitter/X,video,3353,324,68,24,1,16,srijeda,False
1567,Facebook,story,12209,900,176,79,7,9,petak,False
1568,LinkedIn,story,69081,5423,633,78,5,20,ponedjeljak,False
1569,Instagram,story,1930376,43805,1614,3438,15,22,petak,False
1570,YouTube,carousel,404,9,0,1,1,23,nedjelja,False
1571,TikTok,reel,20113,1094,10,43,21,5,srijeda,False
1572,YouTube,video,173713,13576,3668,1210,5,10,subota,False
1573,Facebook,tekst,4655,269,24,32,1,11,ponedjeljak,False
1574,Instagram,carousel,1180,67,3,7,11,20,srijeda,False
1575,Facebook,carousel,2789,0,0,0,1,14,nedjelja,False
1576,TikTok,video,3140,58,15,0,17,12,cetvrtak,False
1577,YouTube,video,655,10,0,0,2,13,subota,False
1578,TikTok,reel,10226,361,56,33,10,15,utorak,False
1579,YouTube,video,2590,6,1,0,0,13,subota,False
1580,TikTok,video,904,75,20,10,17,8,ponedjeljak,False
1581,YouTube,reel,4061,217,10,7,0,20,subota,False
1582,TikTok,reel,8487,2246,247,159,10,17,subota,True
1583,TikTok,tekst,6537,100,26,5,7,21,cetvrtak,False
1584,TikTok,video,15248,2676,266,166,13,16,srijeda,True
1585,Facebook,slika,348640,26652,1782,3340,1,17,cetvrtak,False
1586,Facebook,carousel,6312,239,8,11,2,15,ponedjeljak,False
1587,TikTok,video,765,33,3,0,14,19,utorak,False
1588,TikTok,video,22897,1272,37,111,7,15,cetvrtak,False
1589,TikTok,reel,10704,456,54,32,12,21,petak,False
1590,Instagram,reel,3478,257,14,1,12,16,srijeda,False
1591,Instagram,reel,34579,2230,87,77,19,5,utorak,False
1592,Facebook,carousel,981,39,5,1,0,19,cetvrtak,False
1593,Facebook,slika,2249,57,0,2,4,21,petak,False
1594,Instagram,reel,7516,260,22,2,4,12,petak,False
1595,YouTube,story,6029,37,4,1,2,10,subota,False
1596,Instagram,story,100,0,0,0,14,14,ponedjeljak,False
1597,YouTube,video,4137,114,23,2,3,11,subota,False
1598,TikTok,reel,83986,3444,167,493,8,17,utorak,False
1599,Instagram,reel,5502,312,7,4,11,11,ponedjeljak,False
1600,Twitter/X,video,4284,171,44,13,0,22,nedjelja,False
1601,Twitter/X,slika,261180,12775,181,697,3,15,utorak,False
1602,YouTube,video,156425,2400,28,137,2,15,nedjelja,False
1603,Facebook,carousel,14783,0,0,0,2,17,nedjelja,False
1604,LinkedIn,slika,2170,36,0,1,6,10,nedjelja,False
1605,Instagram,reel,13256,1111,325,44,15,16,ponedjeljak,False
1606,Instagram,slika,4989,457,73,7,10,17,nedjelja,False
1607,YouTube,reel,225790,36288,12991,1970,3,9,srijeda,False
1608,YouTube,story,156,5,0,0,2,15,petak,False
1609,YouTube,video,47345,7045,548,111,7,9,ponedjeljak,False
1610,TikTok,reel,1243,39,2,1,15,17,srijeda,False
1611,TikTok,tekst,986,24,2,0,21,19,srijeda,False
1612,Instagram,slika,1403,58,1,0,15,9,ponedjeljak,False
1613,Instagram,slika,442,4,0,0,7,15,utorak,False
1614,Instagram,video,1370,138,6,9,5,18,nedjelja,False
1615,TikTok,reel,9526,334,67,18,15,19,utorak,False
1616,LinkedIn,tekst,1416,115,2,11,6,12,srijeda,False
1617,Facebook,slika,27555,1163,119,152,4,16,nedjelja,False
1618,YouTube,carousel,463,29,4,3,4,16,subota,False
1619,YouTube,tekst,3228,41,3,0,0,12,ponedjeljak,False
1620,TikTok,video,755,0,0,0,12,20,nedjelja,False
1621,Facebook,story,121601,6047,282,669,9,9,srijeda,False
1622,Instagram,reel,173,12,3,0,10,14,petak,False
1623,YouTube,reel,3870,149,2,10,8,14,utorak,False
1624,Facebook,tekst,4510,313,24,18,0,20,ponedjeljak,False
1625,YouTube,video,31093,846,91,24,5,8,cetvrtak,False
1626,Instagram,carousel,11492,43,10,2,12,11,nedjelja,False
1627,TikTok,reel,445,0,0,0,19,8,subota,False
1628,Facebook,video,141,7,0,0,0,16,petak,False
1629,Instagram,carousel,379,20,1,0,20,1,ponedjeljak,False
1630,Facebook,tekst,427,14,0,1,2,8,cetvrtak,False
1631,TikTok,reel,45400,0,0,0,11,11,nedjelja,False
1632,Twitter/X,tekst,5881,82,4,2,7,6,petak,False
1633,YouTube,reel,554,64,9,4,0,11,cetvrtak,False
1634,YouTube,video,39163,1119,60,12,8,0,cetvrtak,False
1635,Twitter/X,tekst,3743,103,14,7,1,14,srijeda,False
1636,Instagram,carousel,453,19,0,0,10,18,subota,False
1637,TikTok,video,13104,784,141,48,18,16,petak,False
1638,Twitter/X,story,5112,302,69,17,5,9,utorak,False
1639,YouTube,video,5258,37,8,4,0,19,subota,False
1640,TikTok,reel,338,0,0,0,14,11,cetvrtak,False
1641,TikTok,reel,5889,916,79,76,16,14,utorak,False
1642,TikTok,video,26813,1215,71,40,21,20,ponedjeljak,False
1643,YouTube,reel,966,65,14,7,5,9,cetvrtak,False
1644,Instagram,carousel,25573,1760,154,154,14,15,ponedjeljak,False
1645,Facebook,video,12578,1523,113,101,3,10,nedjelja,False
1646,TikTok,video,26354,230,22,4,13,17,petak,False
1647,TikTok,reel,52586,1124,182,13,24,14,srijeda,False
1648,Facebook,reel,7845,114,10,4,4,9,ponedjeljak,False
1649,Facebook,story,14039,316,75,12,3,16,ponedjeljak,False
1650,TikTok,slika,16363,503,20,54,10,18,utorak,False
1651,Instagram,reel,22312,2161,362,71,3,20,utorak,False
1652,Instagram,slika,2335,0,0,0,6,18,srijeda,False
1653,Facebook,slika,54244,3821,155,234,0,8,ponedjeljak,False
1654,Twitter/X,tekst,1181,0,0,0,4,17,nedjelja,False
1655,Facebook,reel,541,14,1,0,4,13,petak,False
1656,LinkedIn,tekst,2408,30,1,2,6,19,subota,False
1657,YouTube,story,12002,929,43,29,1,19,srijeda,False
1658,Facebook,tekst,6708,66,8,2,5,12,nedjelja,False
1659,TikTok,reel,1112,51,1,4,7,9,cetvrtak,False
1660,Twitter/X,story,336,11,1,0,5,15,utorak,False
1661,TikTok,reel,19828,0,0,0,13,15,subota,False
1662,Instagram,carousel,507,17,0,0,11,10,srijeda,False
1663,Twitter/X,video,11702,1470,64,179,1,23,petak,False
1664,YouTube,video,141,11,0,1,5,13,cetvrtak,False
1665,Instagram,story,6513,0,0,0,12,21,nedjelja,False
1666,TikTok,video,65460,12581,735,97,21,10,ponedjeljak,True
1667,TikTok,video,409,1,0,0,5,17,srijeda,False
1668,Instagram,slika,26465,279,12,31,19,16,srijeda,False
1669,YouTube,video,424,32,1,1,4,21,cetvrtak,False
1670,Instagram,video,29439,3055,599,204,8,20,subota,False
1671,Twitter/X,story,838,82,5,7,0,11,srijeda,False
1672,TikTok,video,2008,147,24,4,0,10,ponedjeljak,False
1673,Facebook,story,154,13,0,0,7,10,subota,False
1674,Instagram,carousel,13797,702,50,9,9,18,utorak,False
1675,YouTube,video,8936,1186,88,23,1,11,utorak,False
1676,Instagram,slika,2816,78,4,0,10,12,petak,False
1677,Instagram,story,722,61,3,1,18,8,utorak,False
1678,Facebook,tekst,7051,511,24,21,7,20,srijeda,False
1679,YouTube,video,7032,495,36,34,0,13,ponedjeljak,False
1680,YouTube,carousel,74572,3792,242,205,0,15,subota,False
1681,YouTube,slika,4863,91,10,2,0,19,subota,False
1682,YouTube,reel,2005,250,37,28,1,9,srijeda,False
1683,TikTok,story,3351,163,32,5,3,20,srijeda,False
1684,Instagram,reel,48916,6043,2022,108,1,10,cetvrtak,False
1685,TikTok,video,10134,294,20,31,16,18,cetvrtak,False
1686,Twitter/X,video,11019,581,17,84,6,12,petak,False
1687,Twitter/X,tekst,3280,67,11,2,2,16,subota,False
1688,Facebook,slika,1622,108,29,9,0,7,utorak,False
1689,Twitter/X,video,3738,263,11,3,2,8,petak,False
1690,Facebook,tekst,419,24,2,1,3,5,srijeda,False
1691,YouTube,carousel,2375,72,3,3,2,11,cetvrtak,False
1692,YouTube,story,26183,2206,301,236,3,23,ponedjeljak,False
1693,Instagram,tekst,379,1,0,0,20,18,subota,False
1694,Twitter/X,tekst,15569,812,16,16,2,15,ponedjeljak,False
1695,Facebook,slika,2386,34,7,0,10,16,utorak,False
1696,Twitter/X,tekst,6519,500,13,23,2,23,srijeda,False
1697,TikTok,video,23063,1360,145,15,12,12,cetvrtak,False
1698,Instagram,slika,1466,69,9,6,7,18,subota,False
1699,TikTok,slika,3610,281,11,3,11,13,srijeda,False
1700,Instagram,reel,8564,1126,222,52,14,8,utorak,False
1701,Twitter/X,story,1020,103,29,5,2,5,srijeda,False
1702,Facebook,story,2318,172,21,18,0,12,subota,False
1703,Instagram,story,1770,63,18,5,13,16,srijeda,False
1704,Twitter/X,tekst,1618,13,0,1,4,15,petak,False
1705,Twitter/X,tekst,1200,6,0,0,3,21,utorak,False
1706,Facebook,slika,17918,224,49,34,2,21,petak,False
1707,TikTok,video,58620,8450,1071,95,5,14,nedjelja,False
1708,TikTok,video,5197,84,3,2,14,9,utorak,False
1709,Facebook,slika,490,31,10,0,3,15,nedjelja,False
1710,Instagram,carousel,1179,62,2,1,12,9,nedjelja,False
1711,TikTok,reel,2134,361,27,10,3,14,petak,False
1712,Instagram,slika,7366,427,45,48,6,20,subota,False
1713,YouTube,video,1093,42,4,3,4,9,ponedjeljak,False
1714,Twitter/X,reel,1387,216,31,9,3,16,petak,False
1715,TikTok,slika,1226,22,7,0,4,20,utorak,False
1716,Instagram,slika,10521,174,2,3,1,20,subota,False
1717,Instagram,slika,595,15,0,0,7,12,utorak,False
1718,Facebook,tekst,13822,330,17,12,2,20,utorak,False
1719,Instagram,carousel,100,3,0,0,10,8,petak,False
1720,Instagram,reel,6132,196,10,5,8,6,cetvrtak,False
1721,Instagram,tekst,9298,487,50,10,5,8,subota,False
1722,TikTok,reel,15453,1165,209,11,1,13,subota,False
1723,TikTok,video,22936,107,10,4,8,14,petak,False
1724,Facebook,carousel,23799,980,52,16,1,23,subota,False
1725,Instagram,story,1051,53,10,1,21,11,srijeda,False
1726,LinkedIn,tekst,801,34,1,2,3,7,utorak,False
1727,Facebook,carousel,14008,732,33,45,3,22,cetvrtak,False
1728,Instagram,video,30124,3158,583,180,5,8,petak,False
1729,Facebook,tekst,4701,105,12,0,0,10,subota,False
1730,Facebook,tekst,3826,316,52,35,0,18,nedjelja,False
1731,TikTok,carousel,2318,174,7,4,9,19,nedjelja,False
1732,YouTube,video,795,18,1,0,3,9,srijeda,False
1733,Facebook,video,100,0,0,0,6,12,petak,False
1734,TikTok,video,421,8,0,0,8,16,utorak,False
1735,Facebook,tekst,995,20,1,2,2,16,petak,False
1736,Twitter/X,tekst,316,2,0,0,3,20,ponedjeljak,False
1737,Facebook,tekst,13192,294,18,4,0,11,utorak,False
1738,Instagram,slika,10124,1051,52,97,10,19,subota,False
1739,Instagram,carousel,214658,1851,81,157,12,7,subota,False
1740,Facebook,story,2089,55,9,2,2,7,utorak,False
1741,YouTube,video,15815,893,115,16,2,14,ponedjeljak,False
1742,Facebook,tekst,37179,1376,60,77,6,19,cetvrtak,False
1743,LinkedIn,tekst,5086,105,10,4,6,16,subota,False
1744,LinkedIn,slika,6100,140,18,3,4,7,utorak,False
1745,Twitter/X,tekst,107,0,0,0,0,17,cetvrtak,False
1746,YouTube,reel,10446,0,0,0,10,11,petak,False
1747,TikTok,video,650265,19166,2069,953,0,18,cetvrtak,False
1748,Facebook,tekst,11461,116,38,13,4,8,ponedjeljak,False
1749,Instagram,carousel,1071,201,13,1,16,9,petak,True
1750,Instagram,slika,462,52,10,1,15,13,subota,False
1751,Facebook,video,6713,327,69,3,7,9,nedjelja,False
1752,Instagram,slika,549,43,8,3,16,11,petak,False
1753,Instagram,video,21192,1365,300,158,16,10,ponedjeljak,False
1754,LinkedIn,tekst,11678,443,29,8,4,15,ponedjeljak,False
1755,Twitter/X,story,3056,51,11,3,8,11,petak,False
1756,TikTok,reel,4286278,144871,13751,6013,16,15,petak,False
1757,YouTube,story,29958,0,0,0,5,16,ponedjeljak,False
1758,YouTube,story,100,9,1,0,2,14,subota,False
1759,TikTok,video,17103,3706,831,183,7,20,cetvrtak,True
1760,Instagram,carousel,7499,798,75,28,12,10,srijeda,False
1761,Twitter/X,tekst,88502,3974,536,95,6,8,ponedjeljak,False
1762,Instagram,carousel,1249,21,1,2,14,16,cetvrtak,False
1763,Instagram,slika,1043,56,2,3,19,18,nedjelja,False
1764,Instagram,reel,19749,1564,484,44,12,17,cetvrtak,False
1765,Instagram,video,182,15,2,0,1,12,subota,False
1766,YouTube,video,59856,4915,352,366,4,16,utorak,False
1767,TikTok,tekst,32932,1184,50,78,10,19,subota,False
1768,TikTok,tekst,344,1,0,0,13,11,utorak,False
1769,TikTok,tekst,432,17,0,0,10,8,srijeda,False
1770,Instagram,carousel,8417,487,21,65,15,12,utorak,False
1771,Instagram,carousel,2224,17,4,0,15,13,nedjelja,False
1772,Facebook,reel,16820,753,108,35,10,18,ponedjeljak,False
1773,Instagram,reel,34681,286,40,36,10,14,subota,False
1774,Facebook,story,6301,351,44,31,1,7,nedjelja,False
1775,Instagram,carousel,277,7,0,0,19,5,subota,False
1776,TikTok,video,43721,247,70,21,11,22,srijeda,False
1777,LinkedIn,slika,517,36,1,1,2,18,utorak,False
1778,Facebook,tekst,1086,0,0,0,0,7,srijeda,False
1779,YouTube,slika,7289,623,197,11,0,13,srijeda,False
1780,TikTok,video,3415,25,0,3,8,17,ponedjeljak,False
1781,TikTok,carousel,2761,119,25,5,8,8,utorak,False
1782,Instagram,slika,279,10,0,0,15,13,nedjelja,False
1783,LinkedIn,carousel,41948,1150,207,27,5,20,petak,False
1784,Instagram,reel,780,12,2,0,12,13,utorak,False
1785,TikTok,reel,43357,1760,89,100,7,11,utorak,False
1786,LinkedIn,tekst,1936,26,1,0,5,22,nedjelja,False
1787,LinkedIn,tekst,21972,744,124,25,3,7,ponedjeljak,False
1788,Facebook,story,5381,625,51,27,4,23,ponedjeljak,False
1789,YouTube,video,13225,72,3,2,0,9,ponedjeljak,False
1790,TikTok,reel,702,117,5,8,14,14,utorak,False
1791,TikTok,reel,22724,0,0,0,5,8,ponedjeljak,False
1792,Facebook,tekst,1099,0,0,0,3,18,petak,False
1793,YouTube,video,48921,1219,91,26,4,8,subota,False
